customer_id,age,annual_income_gbp,employment_status,employment_length_years,loan_amount_gbp,loan_term_months,interest_rate_pct,credit_score,outstanding_balance_gbp,days_past_due,previous_defaults,loan_type,default_flag
100303,44,,Employed,0.6,4300,24,7.64,676,29100,0,0,Auto Loan,0
100304,38,47500,Employed,4.7,10600,24,5.81,681,19900,0,0,Auto Loan,0
100305,39,23200,Contract,13.9,24400,48,3.02,691,18600,30,0,Mortgage,0
100306,51,36800,Employed,5.4,30800,36,11.27,639,7000,30,0,Unsecured Personal Loan,0
100307,32,36200,Employed,0.4,20500,12,6.01,606,14500,0,0,Mortgage,0
100308,43,62500,Employed,2.2,17300,12,3.7,540,8400,0,0,Auto Loan,0
100309,36,46000,Employed,4,16800,12,7,624,8600,20,0,Unsecured Personal Loan,0
100310,36,179500,Employed,2.6,9600,36,7.71,718,13200,0,0,Auto Loan,0
100311,49,54700,Employed,9,12400,60,2.26,624,6500,0,0,Auto Loan,0
100312,46,72800,Contract,8.4,36400,36,8.49,661,28100,60,1,Auto Loan,0
100313,46,48000,Employed,,7600,48,4.36,717,8800,0,0,Unsecured Personal Loan,0
100314,51,36500,Retired,2.3,35200,36,12.63,722,15300,0,0,Unsecured Personal Loan,0
100315,38,18800,Self-Employed,1.5,11000,24,9.07,594,27400,0,0,Unsecured Personal Loan,1
100316,45,21300,Employed,0.6,29600,12,6.3,760,20400,0,0,Unsecured Personal Loan,0
100317,35,31200,Self-Employed,2.2,5700,48,5.26,770,3700,10,0,Auto Loan,0
100318,41,26800,Employed,2.7,19000,48,7.19,590,13500,0,0,Unsecured Personal Loan,0
100319,37,33100,Unemployed,5.6,8600,24,9.34,614,18000,0,1,Auto Loan,0
100320,39,37400,Employed,5.4,5700,36,7.42,775,18500,0,2,Unsecured Personal Loan,0
100321,44,47300,Employed,0.4,15200,36,6.85,668,4500,10,1,Unsecured Personal Loan,1
100322,30,35100,Contract,2.5,24500,36,7.68,502,6200,0,0,Auto Loan,0
100323,59,46300,Contract,1,8000,60,5.69,568,19900,60,0,Unsecured Personal Loan,0
100324,28,37500,Contract,0.9,5400,36,6.47,660,5800,0,0,Mortgage,0
100325,26,13500,Employed,8.8,12600,36,1.24,587,8000,120,0,Unsecured Personal Loan,1
100326,50,22700,Unemployed,0.2,12700,12,10.42,647,29800,0,3,Unsecured Personal Loan,1
100327,46,33800,Employed,2.7,18600,12,8.4,683,9600,20,0,Mortgage,0
100328,44,19800,Employed,0.9,23600,24,5.18,797,6000,0,0,Auto Loan,1
100329,44,49000,Employed,10.6,12900,12,13.2,657,5400,0,0,Unsecured Personal Loan,0
100330,38,78100,Self-Employed,4.1,40700,48,7.76,766,12500,30,1,Unsecured Personal Loan,1
100331,29,66800,Employed,1.3,15300,48,4.39,794,3900,30,1,Auto Loan,0
100332,39,32600,Employed,3.5,10900,12,10.07,795,8300,0,0,Mortgage,0
100333,31,76500,Contract,6.6,5100,48,8.69,703,12500,10,2,Mortgage,0
100334,48,39100,Employed,15.9,11400,24,8.68,523,24600,0,0,Unsecured Personal Loan,0
100335,37,30700,Employed,1.2,10900,24,6.22,717,15800,30,2,Mortgage,0
100336,30,26700,Employed,10.9,23800,24,8.85,764,6000,0,2,Unsecured Personal Loan,0
100337,35,,Contract,13.6,17600,24,6.71,674,22600,0,1,Unsecured Personal Loan,0
100338,42,29900,Employed,12.4,6600,24,9.17,820,8000,0,0,Mortgage,0
100339,32,39500,Employed,5,14800,36,1.79,749,4200,0,0,Unsecured Personal Loan,0
100340,30,,Contract,5,20000,36,6.2,725,8800,30,0,Unsecured Personal Loan,0
100341,40,,Contract,2.6,33400,60,12.67,767,27100,0,0,Unsecured Personal Loan,0
100342,40,,Employed,7,22800,12,5.2,707,11100,0,1,Unsecured Personal Loan,1
100343,33,65900,Self-Employed,3.8,21100,12,5.69,,10000,0,0,Auto Loan,1
100344,33,58400,Unemployed,5.7,13900,12,6.16,640,31100,10,0,Auto Loan,0
100345,40,17300,Self-Employed,2.8,16900,36,3.86,776,3600,0,1,Unsecured Personal Loan,0
100346,24,10100,Employed,6.6,28300,12,0.88,615,4000,0,0,Auto Loan,0
100347,24,57900,Contract,8.7,6000,48,6.81,662,3200,60,0,Mortgage,0
100348,31,18300,Employed,0.8,10800,36,7.91,596,12800,0,0,Mortgage,0
100349,36,32500,Employed,8.9,8400,36,7.34,823,11100,10,0,Unsecured Personal Loan,0
100350,41,20200,Employed,3.9,16800,36,7.07,815,29100,10,0,Mortgage,0
100351,53,14800,Employed,9.3,27900,24,7.63,609,11700,0,1,Auto Loan,0
100352,47,47600,Employed,2.8,9300,24,10.57,692,7500,60,0,Unsecured Personal Loan,0
100353,36,53100,Unemployed,2.4,3200,24,6.93,626,9900,10,2,Unsecured Personal Loan,0
100354,38,27200,Employed,12.3,10400,36,5.78,729,10700,0,0,Unsecured Personal Loan,0
100355,28,9900,Employed,1.4,23100,24,6.66,721,3100,0,0,Auto Loan,0
100356,38,27600,Employed,9.3,18400,12,9.24,745,66000,10,0,Unsecured Personal Loan,0
100357,35,44200,Employed,3.3,17300,60,11.74,707,14200,0,0,Auto Loan,0
100358,41,17300,Retired,3.6,11300,12,5.62,915,11500,30,0,Unsecured Personal Loan,0
100359,30,39800,Employed,1.8,6200,48,7.8,598,15200,0,0,Mortgage,0
100360,43,36000,Employed,,18200,48,8.52,543,16300,0,0,Unsecured Personal Loan,1
100361,53,48500,Employed,2,8100,24,4.52,649,9000,0,0,Mortgage,0
100362,37,38600,Employed,0.2,49500,12,7.56,555,6400,0,0,Mortgage,0
100363,42,22300,Employed,1.6,18800,12,3.1,561,15100,0,0,Unsecured Personal Loan,0
100364,45,66100,Unemployed,0,9400,36,2.19,600,13000,30,1,Unsecured Personal Loan,0
100365,34,33500,Retired,19.2,9300,36,8.6,606,5600,10,2,Unsecured Personal Loan,0
100366,40,35800,Employed,16.9,12600,48,6.35,604,26700,10,0,Mortgage,0
100367,38,22800,Self-Employed,2.5,11600,60,8.11,721,12200,0,0,Auto Loan,0
100368,39,29100,Unemployed,6.5,26100,36,7.45,640,16500,30,2,Unsecured Personal Loan,0
100369,30,23300,Contract,2.1,14900,24,4.57,666,26200,0,0,Unsecured Personal Loan,0
100370,38,33300,Employed,5.6,8600,24,7.36,752,10000,30,3,Unsecured Personal Loan,0
100371,43,85500,Employed,8.2,41500,48,3.8,619,12400,0,0,Mortgage,0
100372,53,18300,Employed,14.7,13800,24,11.67,659,17400,60,1,Auto Loan,1
100373,48,16200,Unemployed,2.6,21200,12,3.43,709,6000,10,0,Mortgage,0
100374,60,,Contract,7.6,9300,48,6.91,525,10300,0,2,Unsecured Personal Loan,0
100375,30,32700,Employed,1.5,16600,36,4.37,489,10800,0,0,Unsecured Personal Loan,0
100376,47,26000,Employed,23.2,16100,60,9.21,708,5100,0,0,Mortgage,0
100377,40,61100,Contract,0.1,4300,36,6.51,719,50100,0,0,Unsecured Personal Loan,0
100378,60,26800,Contract,4.6,44800,12,5.94,845,3700,0,0,Mortgage,0
100379,30,90500,Retired,5.4,29000,60,10.06,693,4000,0,1,Unsecured Personal Loan,0
100380,30,51000,Unemployed,5.8,10500,24,7.59,746,24800,0,0,Unsecured Personal Loan,0
100381,32,28500,Employed,0.6,6900,24,9.05,,16300,60,2,Auto Loan,1
100382,18,106800,Self-Employed,13.9,16500,36,4.56,704,4800,0,0,Mortgage,0
100383,33,26800,Self-Employed,1,14100,12,3.29,813,15100,30,1,Mortgage,0
100384,30,52600,Employed,4.9,16500,36,7.82,510,27700,10,0,Unsecured Personal Loan,0
100385,40,,Employed,1.3,15000,12,6.54,713,9700,0,3,Unsecured Personal Loan,1
100386,41,69600,Unemployed,1.8,18100,36,9.38,851,61000,0,2,Auto Loan,0
100387,57,79300,Employed,,31800,24,7.26,703,3000,10,0,Auto Loan,0
100388,48,36900,Unemployed,2.7,18800,48,8.12,812,16100,90,1,Auto Loan,0
100389,32,24900,Self-Employed,0.9,7100,48,2.63,630,22400,0,1,Unsecured Personal Loan,0
100390,29,45700,Retired,0.9,30300,24,13.17,677,18500,30,0,Mortgage,0
100391,43,25900,Employed,2.7,35800,24,7.01,683,8600,60,0,Auto Loan,0
100392,25,99400,Employed,7.1,88500,24,9.59,503,8100,10,0,Mortgage,1
100393,56,,Self-Employed,11.4,6800,24,4.99,587,13500,60,1,Auto Loan,0
100394,50,30300,Employed,0.4,15500,48,8.42,592,17500,0,0,Unsecured Personal Loan,1
100395,33,39800,Unemployed,2.5,3800,48,3.59,746,15100,90,0,Mortgage,0
100396,21,18500,Unemployed,0.5,18600,24,8.86,750,20500,10,0,Auto Loan,0
100397,52,22300,Employed,0.1,9600,24,6.43,706,4900,0,0,Mortgage,0
100398,37,66200,Employed,5.4,42400,12,7.59,746,8400,60,1,Mortgage,0
100399,50,26100,Employed,4.6,8400,36,9.59,,5100,0,3,Auto Loan,0
100400,22,21500,Employed,0.9,4800,12,3.8,776,7600,0,0,Auto Loan,0
100401,32,47500,Contract,1.3,10100,60,5.45,681,20100,0,0,Unsecured Personal Loan,0
100402,38,65700,Contract,0.1,4100,48,8.87,,10700,0,0,Unsecured Personal Loan,0
100403,38,52000,Self-Employed,9,21000,24,13.79,,61400,0,0,Unsecured Personal Loan,0
100404,33,59800,Unemployed,18.4,3900,36,7.09,735,11300,30,0,Unsecured Personal Loan,0
100405,44,24900,Employed,0.7,13600,60,9.27,646,10300,0,0,Unsecured Personal Loan,0
100406,27,17800,Contract,1.3,3800,36,7.18,758,10700,0,0,Unsecured Personal Loan,0
100407,37,76900,Self-Employed,10.1,11000,24,13.33,589,6300,0,0,Unsecured Personal Loan,0
100408,39,30900,Unemployed,13,35800,24,2.26,592,9500,0,1,Unsecured Personal Loan,1
100409,43,32000,Contract,2.7,16600,48,7.78,735,21800,10,0,Unsecured Personal Loan,0
100410,45,70600,Employed,0.3,8000,36,2.62,673,10700,20,1,Unsecured Personal Loan,0
100411,27,48000,Contract,0.2,13100,36,-0.02,644,5700,60,0,Auto Loan,0
100412,23,45600,Employed,4.3,13500,48,8.39,751,5200,0,0,Auto Loan,0
100413,51,107200,Employed,2.5,17700,48,7.92,631,7200,0,1,Unsecured Personal Loan,0
100414,41,26300,Employed,0.1,5900,60,6.65,664,10400,60,0,Auto Loan,0
100415,31,57800,Retired,4.4,19100,12,7.18,,22800,20,0,Mortgage,0
100416,54,37400,Contract,0.1,2600,36,16.79,803,3900,0,0,Unsecured Personal Loan,0
100417,39,41500,Unemployed,7.7,9200,48,6.73,806,7900,10,0,Auto Loan,0
100418,50,78000,Unemployed,1.8,10000,48,9.03,,10900,60,1,Mortgage,0
100419,39,,Self-Employed,0.2,19500,36,5.55,778,2700,10,0,Mortgage,0
100420,59,47500,Contract,4.4,13500,24,8.39,604,5500,0,0,Unsecured Personal Loan,0
100421,56,62100,Employed,2.5,5700,48,6.79,607,6100,10,0,Auto Loan,0
100422,36,30300,Employed,18.2,7400,48,6.27,492,5700,0,0,Unsecured Personal Loan,0
100423,48,23900,Employed,3.9,15100,12,12.96,814,11300,0,3,Auto Loan,0
100424,44,21500,Unemployed,1.6,12700,36,11.03,611,8800,0,1,Mortgage,1
100425,52,,Unemployed,6.2,9400,24,7.91,670,6700,0,0,Auto Loan,0
100426,28,101500,Employed,1.6,10000,24,0.59,607,13400,0,0,Mortgage,0
100427,45,20900,Employed,11.7,20300,12,6.42,736,33100,0,0,Unsecured Personal Loan,0
100428,49,32500,Contract,2.3,9800,36,15.61,650,31200,10,0,Mortgage,0
100429,20,31600,Employed,4,12700,36,6.81,576,2600,20,1,Auto Loan,0
100430,26,42300,Unemployed,0.3,49100,36,10.81,715,14800,120,0,Unsecured Personal Loan,0
100431,18,54600,Retired,2.8,5700,36,11.83,565,8700,0,0,Auto Loan,0
100432,35,55800,Employed,8.9,4400,48,8.16,613,11000,0,1,Unsecured Personal Loan,0
100433,45,27100,Employed,8.2,21400,24,4.97,511,7500,60,0,Unsecured Personal Loan,1
100434,53,33400,Unemployed,1.3,8900,12,0.19,566,10700,0,0,Mortgage,0
100435,39,41800,Contract,,11000,48,9.55,694,11000,10,0,Unsecured Personal Loan,0
100436,54,32100,Employed,8.5,8400,24,5.06,523,6600,20,2,Auto Loan,0
100437,24,81100,Retired,13.3,11400,60,8.03,562,5300,0,1,Unsecured Personal Loan,1
100438,21,46400,Employed,0.5,34900,48,3.75,680,7200,30,0,Unsecured Personal Loan,0
100439,37,52400,Employed,3,21600,36,6.7,,11700,20,0,Mortgage,0
100440,42,50600,Unemployed,2.1,22400,60,7.6,839,15100,0,2,Unsecured Personal Loan,0
100441,38,65300,Contract,10.2,5700,12,8.31,827,18000,0,0,Auto Loan,0
100442,18,39800,Employed,0.4,6700,24,4.16,611,7000,0,0,Auto Loan,0
100443,37,19000,Contract,1.2,2400,36,11.09,725,12100,0,3,Auto Loan,0
100444,25,44300,Self-Employed,7,8200,24,5.71,740,19400,0,1,Mortgage,0
100445,45,26200,Employed,0.3,23700,60,2.48,632,22400,0,0,Auto Loan,0
100446,42,27900,Employed,3.4,18200,12,7.17,560,9500,0,0,Unsecured Personal Loan,0
100447,29,48700,Contract,2.9,11700,36,7.6,679,8500,60,0,Mortgage,0
100448,33,67400,Employed,2,13200,36,7.98,666,11300,0,0,Unsecured Personal Loan,0
100449,27,36700,Employed,2.5,8800,36,11.59,645,4400,0,2,Auto Loan,1
100450,37,,Employed,3.8,15100,24,6.79,715,8600,0,0,Mortgage,0
100451,48,85100,Contract,0.9,21200,24,7.14,620,16700,0,1,Auto Loan,0
100452,28,41000,Self-Employed,4.2,5100,48,4.19,588,15500,0,0,Mortgage,0
100453,43,133400,Unemployed,8.2,16000,24,9.96,689,8200,0,0,Auto Loan,0
100454,33,48200,Employed,7.1,23400,48,8.05,711,11500,0,0,Mortgage,0
100455,30,15100,Self-Employed,0.8,10400,36,6.24,586,5600,20,1,Mortgage,0
100456,37,52900,Self-Employed,0.8,20300,48,1.79,754,16200,120,0,Unsecured Personal Loan,0
100457,28,43900,Contract,1.6,72300,48,11.83,538,9400,0,0,Unsecured Personal Loan,0
100458,32,69200,Contract,2.2,12500,24,3.82,634,8200,0,0,Unsecured Personal Loan,0
100459,26,50800,Employed,2.6,16900,36,5.73,659,7700,0,0,Auto Loan,0
100460,58,33900,Self-Employed,5.7,8600,48,8.58,629,9500,10,0,Unsecured Personal Loan,0
100461,38,19700,Employed,0.3,14900,36,3.91,635,7200,0,0,Unsecured Personal Loan,0
100462,31,32700,Employed,0.2,17600,60,3.02,,15700,60,0,Unsecured Personal Loan,0
100463,40,23700,Employed,2.5,15000,36,1.13,612,7500,0,0,Mortgage,0
100464,37,27200,Employed,6,7200,12,9.66,875,30200,0,0,Auto Loan,0
100465,36,48700,Employed,1.1,15100,24,5.86,715,27600,0,0,Unsecured Personal Loan,0
100466,44,83700,Self-Employed,5.1,32100,60,16.28,687,5300,90,0,Unsecured Personal Loan,1
100467,46,44200,Employed,1.5,17500,24,4.52,718,10400,20,0,Unsecured Personal Loan,0
100468,33,20000,Unemployed,10.9,23800,48,4.74,882,6300,0,0,Unsecured Personal Loan,0
100469,32,45400,Employed,11.3,11600,48,5.8,601,7900,0,1,Unsecured Personal Loan,1
100470,35,66100,Employed,1.8,21000,24,8.23,590,40200,0,0,Mortgage,0
100471,18,26800,Unemployed,1.3,15800,12,6.09,620,8000,0,0,Mortgage,0
100472,23,,Employed,2.6,7600,48,9.34,683,12700,10,0,Unsecured Personal Loan,0
100473,52,36600,Employed,1.4,16200,24,4.56,542,14500,30,1,Unsecured Personal Loan,1
100474,54,24500,Self-Employed,5.6,7400,48,3.36,682,4900,10,0,Unsecured Personal Loan,0
100475,36,50200,Employed,8.7,9100,36,2.11,815,5400,120,0,Unsecured Personal Loan,1
100476,44,34200,Employed,5.6,15000,36,0.83,692,4300,0,0,Unsecured Personal Loan,0
100477,41,44800,Employed,,16000,48,5.95,657,5300,30,0,Unsecured Personal Loan,0
100478,69,23300,Contract,2.5,6500,24,6.6,,1300,20,3,Unsecured Personal Loan,0
100479,49,29200,Self-Employed,0.8,25100,36,5.61,752,14500,0,1,Auto Loan,0
100480,37,52100,Self-Employed,6.7,18800,24,11.23,614,41700,10,0,Auto Loan,0
100481,28,30100,Self-Employed,2.2,8800,24,11.18,828,11000,0,1,Auto Loan,0
100482,22,86100,Employed,5.6,5300,36,6.5,835,3700,20,1,Unsecured Personal Loan,0
100483,40,29700,Employed,1.6,12200,48,2.12,701,6300,0,0,Mortgage,0
100484,30,40600,Unemployed,0.4,10200,24,5.8,679,7200,0,0,Mortgage,0
100485,24,57900,Employed,24.5,14300,36,5.7,762,4900,10,0,Unsecured Personal Loan,0
100486,32,,Employed,0.8,10700,36,5.53,768,18100,0,0,Unsecured Personal Loan,0
100487,27,15100,Employed,22.3,4000,24,5.41,616,17500,0,0,Auto Loan,0
100488,55,16900,Employed,18.9,10600,24,5.54,638,4400,0,0,Unsecured Personal Loan,0
100489,47,68300,Retired,7.9,11100,60,6.34,574,16400,0,1,Unsecured Personal Loan,0
100490,38,27600,Employed,,78000,48,5.59,713,28800,0,3,Auto Loan,0
100491,53,130500,Employed,4.3,8800,36,8.12,733,37500,30,0,Auto Loan,0
100492,39,,Employed,10.1,36600,36,8.58,572,73500,60,0,Unsecured Personal Loan,0
100493,29,39800,Retired,1.7,4200,12,4.77,644,5300,0,1,Auto Loan,0
100494,53,78500,Employed,3.2,29300,36,11.31,572,71500,20,1,Mortgage,1
100495,43,99000,Employed,4.8,11700,36,4.56,608,7700,0,1,Unsecured Personal Loan,0
100496,28,101800,Unemployed,2.6,22400,36,2.65,724,6500,10,0,Auto Loan,0
100497,36,66400,Unemployed,2.8,14000,24,8.64,621,12400,0,0,Unsecured Personal Loan,0
100498,29,60600,Employed,2,26500,12,5.05,656,6600,0,0,Unsecured Personal Loan,0
100499,24,48800,Employed,,10600,24,8.46,550,13100,0,3,Auto Loan,0
100500,47,53600,Employed,9.5,6900,60,0.29,695,3900,0,0,Unsecured Personal Loan,0
100501,57,,Employed,1.1,31300,36,11.68,676,8400,10,2,Unsecured Personal Loan,0
100502,24,24100,Employed,13.6,12500,36,9.52,622,24300,30,0,Unsecured Personal Loan,0
100503,44,36300,Employed,,15300,12,3,665,9500,0,3,Auto Loan,0
100504,31,33400,Employed,8.7,28000,12,3.06,694,10900,0,0,Auto Loan,0
100505,33,29000,Employed,4.1,7200,48,12.52,615,13800,30,0,Unsecured Personal Loan,0
100506,32,51400,Self-Employed,7.6,19100,36,5.29,562,22500,20,0,Auto Loan,0
100507,29,58600,Retired,0.1,9400,36,5,824,3100,0,0,Unsecured Personal Loan,0
100508,38,38000,Self-Employed,,12300,24,0.7,629,14900,0,0,Auto Loan,0
100509,30,76000,Employed,0.2,14000,48,6.45,672,8200,10,0,Unsecured Personal Loan,0
100510,41,20500,Employed,11,5400,24,6.82,761,11100,0,0,Auto Loan,0
100511,37,33000,Retired,24.1,8400,24,9.65,962,20800,0,0,Mortgage,0
100512,36,25400,Employed,1.7,30100,36,3.3,580,4300,0,1,Mortgage,0
100513,29,14300,Employed,1.2,22700,24,2.94,716,4900,30,0,Unsecured Personal Loan,0
100514,32,34800,Self-Employed,7.2,12900,24,8.85,623,2600,10,0,Mortgage,0
100515,46,34200,Self-Employed,1.5,15500,36,10.52,637,6700,120,1,Unsecured Personal Loan,0
100516,43,77400,Self-Employed,10,11200,36,2.79,622,25100,20,0,Mortgage,0
100517,28,49800,Employed,0.5,30200,48,10.74,590,9100,60,2,Unsecured Personal Loan,1
100518,39,21800,Employed,0.7,11800,36,7.61,677,3900,0,0,Unsecured Personal Loan,0
100519,46,91800,Retired,19.4,15400,12,10.78,562,7000,20,0,Unsecured Personal Loan,0
100520,21,66900,Employed,5.6,26600,24,7.29,756,3500,0,0,Unsecured Personal Loan,0
100521,43,48600,Self-Employed,9.4,8400,60,-0.07,684,4500,10,0,Auto Loan,0
100522,31,,Unemployed,2,34000,36,7.04,714,13000,0,0,Mortgage,0
100523,44,22500,Self-Employed,5.6,5300,48,10.68,643,4400,0,0,Auto Loan,0
100524,30,30100,Employed,4.5,35500,12,4.82,651,21600,30,0,Auto Loan,0
100525,20,,Employed,,10700,36,6.34,703,9400,30,0,Auto Loan,0
100526,22,93200,Self-Employed,5.7,11500,12,6.97,587,10500,0,0,Unsecured Personal Loan,0
100527,38,78600,Contract,4.3,4300,36,-1.2,651,8100,0,0,Unsecured Personal Loan,0
100528,41,28400,Contract,2.8,10200,60,12.51,611,17000,0,0,Unsecured Personal Loan,0
100529,29,20700,Employed,1.6,7200,60,4.8,609,17100,0,0,Unsecured Personal Loan,0
100530,44,39000,Employed,7.3,9300,36,9.02,,12500,30,0,Unsecured Personal Loan,0
100531,21,15000,Contract,1.3,12300,36,7.24,787,14700,0,0,Unsecured Personal Loan,0
100532,37,42700,Unemployed,5.9,23700,60,11.27,625,8500,60,0,Unsecured Personal Loan,1
100533,26,33700,Contract,,15100,36,8.72,773,14500,0,0,Unsecured Personal Loan,0
100534,31,28800,Employed,4.9,16100,12,6.8,766,7800,10,0,Mortgage,0
100535,38,16400,Self-Employed,6.9,6900,36,4.82,577,9900,10,0,Unsecured Personal Loan,0
100536,29,46900,Unemployed,1.2,7900,24,9.89,593,8200,0,0,Auto Loan,0
100537,34,27800,Self-Employed,0.3,39300,36,1.88,885,7200,0,0,Auto Loan,0
100538,48,20200,Employed,0.7,8600,36,9.44,820,6100,30,0,Auto Loan,0
100539,32,8600,Employed,4.7,36100,36,4.2,677,13700,20,0,Unsecured Personal Loan,0
100540,46,35800,Self-Employed,9.5,11500,24,11.26,,24800,0,0,Unsecured Personal Loan,0
100541,27,88100,Employed,0.2,13400,24,7.98,630,22500,0,0,Unsecured Personal Loan,0
100542,43,83300,Employed,6.6,25400,36,9.43,715,4100,0,1,Unsecured Personal Loan,0
100543,52,28900,Retired,,28700,48,7.75,623,24400,0,1,Unsecured Personal Loan,1
100544,18,26900,Employed,3.3,12500,36,2.24,517,7900,0,0,Auto Loan,0
100545,30,45900,Contract,,10600,24,4.92,574,15100,0,0,Auto Loan,0
100546,44,22000,Employed,2,12900,60,9.52,682,5200,30,0,Auto Loan,0
100547,36,42200,Self-Employed,3.1,16400,60,8,590,10900,10,1,Unsecured Personal Loan,0
100548,42,53300,Retired,0.1,22800,24,11.04,675,12300,60,0,Unsecured Personal Loan,0
100549,32,67100,Employed,0.4,13400,12,8.71,594,3500,10,3,Mortgage,1
100550,39,34500,Employed,,19400,48,4.6,617,15200,60,0,Unsecured Personal Loan,1
100551,36,32800,Employed,0.1,35700,48,5.11,748,25400,0,0,Auto Loan,0
100552,50,23400,Employed,5,16800,60,7.81,700,8800,0,0,Auto Loan,0
100553,41,24000,Unemployed,2.8,16100,48,0.56,679,25600,90,0,Unsecured Personal Loan,0
100554,41,32400,Contract,4,5400,36,12.52,750,8700,0,0,Unsecured Personal Loan,0
100555,34,43600,Employed,1,2800,36,8.83,718,17900,0,0,Unsecured Personal Loan,0
100556,33,57300,Employed,1.8,16900,12,11.18,796,2100,10,0,Unsecured Personal Loan,0
100557,34,24300,Employed,5.5,12600,24,2.76,643,53800,60,1,Unsecured Personal Loan,0
100558,42,76600,Unemployed,16.8,9800,36,11.23,646,28200,20,0,Unsecured Personal Loan,0
100559,34,31700,Employed,0.3,15500,36,14.19,576,8100,0,0,Unsecured Personal Loan,0
100560,41,35900,Self-Employed,11.1,12900,36,3.54,646,2500,10,0,Auto Loan,0
100561,59,25000,Self-Employed,4.3,26300,48,9.81,757,12100,120,0,Mortgage,0
100562,47,10800,Self-Employed,4.1,14100,24,7.5,784,3600,0,0,Unsecured Personal Loan,0
100563,35,56500,Employed,3.5,8500,36,2.87,757,13500,10,0,Mortgage,0
100564,50,52500,Unemployed,0.4,24200,12,8.98,536,13200,0,0,Mortgage,0
100565,34,31600,Employed,0.5,11700,36,10,767,5100,0,0,Mortgage,0
100566,18,37600,Employed,4.6,18300,48,5.7,533,21700,0,0,Mortgage,0
100567,28,,Contract,2.1,10000,36,11,752,17400,0,0,Unsecured Personal Loan,0
100568,19,16600,Unemployed,12.5,9000,60,2.5,651,19600,0,2,Unsecured Personal Loan,0
100569,34,27900,Employed,2.6,14100,24,3.02,736,10000,0,0,Auto Loan,0
100570,38,54000,Employed,0.8,13500,36,7.91,573,3700,0,0,Auto Loan,0
100571,55,19400,Employed,6.3,17800,24,7.58,774,19600,0,0,Mortgage,0
100572,41,42100,Employed,1.7,11400,36,5.35,563,8200,30,1,Mortgage,0
100573,36,18400,Employed,3.7,4400,48,9.93,627,3700,0,0,Auto Loan,0
100574,46,45900,Employed,6,10300,36,9.09,600,25500,0,0,Unsecured Personal Loan,0
100575,18,35700,Employed,11.5,21500,48,10.07,540,43000,60,0,Unsecured Personal Loan,0
100576,40,16200,Unemployed,7.9,11200,24,7.13,688,9600,0,0,Unsecured Personal Loan,0
100577,46,65000,Self-Employed,5.6,11500,48,9.31,824,44900,0,1,Auto Loan,0
100578,23,25200,Self-Employed,5.7,24100,12,6.16,893,10600,0,0,Auto Loan,0
100579,49,24200,Employed,14.6,8700,48,13.66,688,7600,20,1,Mortgage,0
100580,41,40100,Retired,1.8,5300,24,5.06,769,6400,60,0,Auto Loan,0
100581,34,64500,Contract,0,12100,24,13.82,699,31100,60,0,Mortgage,0
100582,44,21900,Contract,,10000,36,7.6,720,5700,20,1,Auto Loan,0
100583,61,37500,Contract,1.2,7500,60,3.37,653,16600,0,0,Mortgage,0
100584,40,45000,Contract,5.4,12000,12,11.6,696,6700,0,0,Unsecured Personal Loan,0
100585,40,51400,Employed,5,17900,24,7.88,723,7200,0,0,Mortgage,0
100586,33,39700,Employed,4.5,13300,48,10.05,634,20400,0,0,Auto Loan,0
100587,30,30200,Self-Employed,0.1,16100,24,11.17,674,7600,10,0,Unsecured Personal Loan,1
100588,46,24000,Unemployed,6.5,39700,24,8.51,,7500,10,3,Unsecured Personal Loan,0
100589,29,37900,Unemployed,2,10900,36,5.72,746,21900,0,3,Mortgage,0
100590,39,21200,Employed,5.5,15800,24,10.43,595,30300,30,0,Unsecured Personal Loan,0
100591,33,8400,Employed,4.1,9800,60,7.5,676,15500,0,0,Unsecured Personal Loan,0
100592,43,45200,Employed,2.1,8000,48,9.56,833,6300,0,0,Unsecured Personal Loan,0
100593,41,57100,Contract,0.7,9400,36,1.04,773,6900,10,0,Auto Loan,0
100594,48,11100,Self-Employed,0.5,10000,60,8.84,788,10500,0,0,Mortgage,0
100595,33,21900,Employed,8.9,16600,36,5.58,682,12400,0,0,Unsecured Personal Loan,0
100596,35,49500,Employed,12.5,54700,12,12.46,706,5000,0,0,Unsecured Personal Loan,0
100597,28,101600,Employed,5.2,8700,24,9.37,760,16400,0,0,Mortgage,0
100598,34,36700,Contract,0.5,10400,36,8.22,805,10500,20,0,Auto Loan,0
100599,42,25200,Self-Employed,2.6,12900,24,8.96,524,3000,60,0,Mortgage,0
100600,46,33100,Unemployed,6.5,16900,60,4.5,575,5200,0,1,Unsecured Personal Loan,0
100601,29,72200,Employed,7.6,15600,48,12.37,785,7000,0,0,Unsecured Personal Loan,0
100602,47,26300,Self-Employed,0.6,28900,24,13.47,658,9400,10,0,Unsecured Personal Loan,0
100603,52,24400,Employed,0,3100,36,8.68,626,37100,60,0,Auto Loan,0
100604,42,28500,Unemployed,6.2,3200,48,12.27,580,11700,0,0,Unsecured Personal Loan,0
100605,57,22500,Employed,2.2,9900,60,5.79,636,5500,0,0,Unsecured Personal Loan,0
100606,30,38600,Employed,1.5,25800,48,5.11,,11600,20,0,Unsecured Personal Loan,0
100607,26,,Self-Employed,0.1,5200,36,7.62,847,7700,0,3,Unsecured Personal Loan,0
100608,20,42700,Contract,3.9,2200,48,8.8,678,12400,0,0,Mortgage,0
