"customer_id","age","annual_income_gbp","employment_status","employment_length_years","loan_type","loan_amount_gbp","loan_term_months","interest_rate_pct","credit_score","outstanding_balance_gbp","days_past_due","previous_defaults","default_flag","loan_to_income_ratio","dpd_bucket","risk_bucket"
100198,39,40600,"Self-Employed",5.4,"Unsecured Personal Loan",14900,12,3.46,700,6700,90,0,1,0.36699507389162561576,"90+ DPD","High Risk"
100199,27,71800,"Employed",2.6,"Auto Loan",29200,24,7.55,537,3600,0,1,0,0.40668523676880222841,"Current","High Risk"
100200,42,38700,"Contract",2.6,"Mortgage",19000,48,13.2,657,22800,10,1,0,0.49095607235142118863,"Current","High Risk"
100201,44,29300,"Self-Employed",10.8,"Unsecured Personal Loan",10400,12,10.57,700,15800,0,0,0,0.35494880546075085324,"Current","Low Risk"
100202,49,38600,"Employed",11.3,"Auto Loan",15600,48,12.43,658,9700,0,0,0,0.40414507772020725389,"Current","Low Risk"
100203,49,47700,"Self-Employed",12,"Unsecured Personal Loan",11600,12,8.67,557,25700,60,2,0,0.24318658280922431866,"60-89 DPD","High Risk"
100204,24,37200,"Employed",1.9,"Unsecured Personal Loan",13400,36,11,808,15700,30,0,0,0.36021505376344086022,"30-59 DPD","Medium Risk"
100205,29,37100,"Employed",5.9,"Unsecured Personal Loan",11000,24,5.33,688,5600,0,0,0,0.29649595687331536388,"Current","Low Risk"
100206,43,25600,"Contract",1.6,"Unsecured Personal Loan",12100,48,5.57,794,4800,0,0,0,0.47265625000000000000,"Current","Low Risk"
100207,43,26100,"Employed",1.1,"Unsecured Personal Loan",15200,24,-0.72,659,17500,0,1,0,0.58237547892720306513,"Current","High Risk"
100208,43,18000,"Employed",1,"Unsecured Personal Loan",7400,36,11.06,610,13100,0,1,0,0.41111111111111111111,"Current","High Risk"
100209,75,87100,"Contract",2.1,"Unsecured Personal Loan",7300,24,12.12,702,11100,0,2,1,0.08381171067738231917,"Current","High Risk"
100210,44,19500,"Unemployed",2.8,"Unsecured Personal Loan",23200,48,5.84,663,5500,0,0,0,1.1897435897435897,"Current","Low Risk"
100211,49,25700,"Employed",8.9,"Auto Loan",5100,48,6.74,586,15100,90,0,0,0.19844357976653696498,"90+ DPD","High Risk"
100212,48,25400,"Employed",0.6,"Mortgage",6400,12,5.24,798,5800,0,0,0,0.25196850393700787402,"Current","Low Risk"
100213,45,56800,"Employed",6.6,"Unsecured Personal Loan",14700,48,8.65,630,9200,30,1,0,0.25880281690140845070,"30-59 DPD","High Risk"
100214,35,31300,"Self-Employed",3.8,"Unsecured Personal Loan",7800,36,10.87,533,27300,10,0,0,0.24920127795527156550,"Current","Medium Risk"
100215,46,67800,"Employed",1.7,"Unsecured Personal Loan",18200,12,2.27,786,6200,0,0,0,0.26843657817109144543,"Current","Low Risk"
100216,30,25900,"Employed",3.4,"Mortgage",13600,36,8.73,640,3300,30,0,0,0.52509652509652509653,"30-59 DPD","Medium Risk"
100217,36,41800,"Retired",1.8,"Auto Loan",4100,24,6.67,631,4700,0,0,0,0.09808612440191387560,"Current","Medium Risk"
100218,33,23900,"Employed",4.5,"Unsecured Personal Loan",19800,48,7.84,539,19900,30,1,0,0.82845188284518828452,"30-59 DPD","High Risk"
100219,39,106100,"Employed",2.8,"Unsecured Personal Loan",21700,48,8.88,819,11800,0,0,0,0.20452403393025447691,"Current","Low Risk"
100220,61,20100,"Employed",0.9,"Unsecured Personal Loan",7400,12,6.94,577,9000,0,3,0,0.36815920398009950249,"Current","High Risk"
100221,19,42400,"Self-Employed",0.6,"Unsecured Personal Loan",17200,36,7.19,685,6900,30,0,0,0.40566037735849056604,"30-59 DPD","Medium Risk"
100222,45,49900,"Employed",4,"Mortgage",8000,48,6.86,753,13900,0,2,0,0.16032064128256513026,"Current","High Risk"
100223,22,44700,"Employed",NULL,"Mortgage",14200,60,10.41,714,5500,30,1,0,0.31767337807606263982,"30-59 DPD","High Risk"
100224,33,33100,"Contract",2.1,"Unsecured Personal Loan",6300,36,8.76,675,12300,60,0,0,0.19033232628398791541,"60-89 DPD","Medium Risk"
100225,49,34000,"Employed",6.6,"Auto Loan",4600,60,8.16,544,5900,0,3,0,0.13529411764705882353,"Current","High Risk"
100226,39,37100,"Employed",5.4,"Unsecured Personal Loan",10600,36,3.69,615,5300,0,0,0,0.28571428571428571429,"Current","Medium Risk"
100227,27,33700,"Employed",13.4,"Unsecured Personal Loan",12400,24,6.36,695,6300,0,1,0,0.36795252225519287834,"Current","High Risk"
100228,31,58800,"Employed",NULL,"Mortgage",10500,48,10.2,617,7600,0,1,1,0.17857142857142857143,"Current","High Risk"
100229,45,109700,"Employed",4.2,"Auto Loan",6600,36,7.61,696,9600,20,1,0,0.06016408386508659982,"Current","High Risk"
100230,31,27500,"Employed",5.4,"Unsecured Personal Loan",10500,36,9.48,735,11700,0,0,0,0.38181818181818181818,"Current","Low Risk"
100231,40,NULL,"Employed",11.4,"Unsecured Personal Loan",15700,36,12.8,757,700,0,0,0,NULL,"Current","Low Risk"
100232,38,34700,"Employed",2.6,"Mortgage",13000,48,10.62,582,5600,10,0,0,0.37463976945244956772,"Current","Medium Risk"
100233,31,131900,"Contract",2,"Auto Loan",14900,48,7.78,856,7500,0,0,0,0.11296436694465504170,"Current","Low Risk"
100234,59,24300,"Retired",0.1,"Unsecured Personal Loan",8900,36,5.97,741,28400,20,1,0,0.36625514403292181070,"Current","High Risk"
100235,44,82400,"Unemployed",8.8,"Unsecured Personal Loan",27000,24,-0.16,680,4600,0,1,0,0.32766990291262135922,"Current","High Risk"
100236,18,84000,"Contract",8.1,"Unsecured Personal Loan",6600,36,6.99,767,11100,60,2,0,0.07857142857142857143,"60-89 DPD","High Risk"
100237,40,27500,"Employed",0.6,"Mortgage",17900,36,6.52,869,28200,0,0,0,0.65090909090909090909,"Current","Low Risk"
100238,31,48300,"Retired",4.3,"Auto Loan",108800,24,8.67,565,3900,0,1,0,2.2525879917184265,"Current","High Risk"
100239,47,82000,"Employed",3.1,"Unsecured Personal Loan",17800,48,7.04,662,13000,0,2,0,0.21707317073170731707,"Current","High Risk"
100240,30,30000,"Retired",0.6,"Auto Loan",11800,36,6.54,NULL,5600,0,1,0,0.39333333333333333333,"Current","High Risk"
100241,37,32800,"Retired",19.7,"Auto Loan",9700,24,2.16,NULL,7000,90,0,0,0.29573170731707317073,"90+ DPD","High Risk"
100242,43,27200,"Unemployed",NULL,"Unsecured Personal Loan",24900,12,4.68,709,5600,0,0,0,0.91544117647058823529,"Current","Low Risk"
100243,47,21900,"Retired",0.3,"Unsecured Personal Loan",5700,24,8.93,677,5900,20,0,0,0.26027397260273972603,"Current","Low Risk"
100244,26,26200,"Self-Employed",NULL,"Auto Loan",7500,60,12.65,628,66500,0,0,0,0.28625954198473282443,"Current","Medium Risk"
100245,35,19700,"Employed",6.7,"Auto Loan",10500,24,7.21,516,17900,0,0,0,0.53299492385786802030,"Current","Medium Risk"
100246,33,36900,"Employed",0.2,"Auto Loan",28100,24,8.48,710,21400,0,3,0,0.76151761517615176152,"Current","High Risk"
100247,31,24700,"Self-Employed",5.4,"Mortgage",16800,36,10.36,796,14000,0,0,0,0.68016194331983805668,"Current","Low Risk"
100248,56,204000,"Employed",3.8,"Unsecured Personal Loan",7500,24,5.07,633,3200,0,0,0,0.03676470588235294118,"Current","Medium Risk"
100249,42,16700,"Self-Employed",0.5,"Unsecured Personal Loan",11100,12,8.6,715,13000,0,0,0,0.66467065868263473054,"Current","Low Risk"
100250,25,42800,"Retired",0.9,"Mortgage",9200,24,5.28,555,21000,60,1,0,0.21495327102803738318,"60-89 DPD","High Risk"
100251,47,55100,"Employed",4.2,"Unsecured Personal Loan",8700,36,10.09,717,5400,0,2,0,0.15789473684210526316,"Current","High Risk"
100252,59,NULL,"Unemployed",1.8,"Auto Loan",24000,36,7.95,649,19500,0,1,0,NULL,"Current","High Risk"
100253,48,43800,"Contract",13.9,"Auto Loan",5900,24,8.4,619,16200,0,0,0,0.13470319634703196347,"Current","Medium Risk"
100254,23,67100,"Contract",8.5,"Auto Loan",35100,36,5.15,619,36200,0,0,0,0.52309985096870342772,"Current","Medium Risk"
100255,33,19800,"Retired",20.5,"Unsecured Personal Loan",22000,60,9.62,649,7400,60,1,1,1.1111111111111111,"60-89 DPD","High Risk"
100256,51,83800,"Employed",1.5,"Auto Loan",25700,24,13.75,711,4600,0,0,0,0.30668257756563245823,"Current","Low Risk"
100257,31,44800,"Retired",17.5,"Mortgage",10100,24,4.48,NULL,7700,0,0,0,0.22544642857142857143,"Current","Low Risk"
100258,42,25500,"Unemployed",2.8,"Auto Loan",12200,24,6.48,648,27000,0,0,0,0.47843137254901960784,"Current","Medium Risk"
100259,46,NULL,"Employed",NULL,"Unsecured Personal Loan",5700,36,8.19,NULL,2800,0,0,0,NULL,"Current","Low Risk"
100260,29,48000,"Employed",0.3,"Unsecured Personal Loan",9800,48,9.86,592,2300,0,0,0,0.20416666666666666667,"Current","Medium Risk"
100261,37,37700,"Unemployed",0.3,"Unsecured Personal Loan",18000,24,5.82,824,10500,10,0,0,0.47745358090185676393,"Current","Low Risk"
100262,18,47500,"Employed",5.9,"Unsecured Personal Loan",29100,48,-1,612,7300,0,0,0,0.61263157894736842105,"Current","Medium Risk"
100263,28,22900,"Self-Employed",3.1,"Unsecured Personal Loan",6900,12,11.58,626,10000,0,0,0,0.30131004366812227074,"Current","Medium Risk"
100264,35,39500,"Self-Employed",1.3,"Mortgage",10700,36,9.78,602,19200,20,0,0,0.27088607594936708861,"Current","Medium Risk"
100265,26,17900,"Employed",4.8,"Auto Loan",12200,48,2.27,824,6700,0,0,0,0.68156424581005586592,"Current","Low Risk"
100266,54,34400,"Self-Employed",1.5,"Auto Loan",5800,24,5.68,724,2700,30,0,0,0.16860465116279069767,"30-59 DPD","Medium Risk"
100267,24,23100,"Unemployed",4.3,"Auto Loan",19000,36,12.2,605,41400,0,0,0,0.82251082251082251082,"Current","Medium Risk"
100268,34,25100,"Employed",2.2,"Unsecured Personal Loan",8700,24,11.84,768,4900,30,0,0,0.34661354581673306773,"30-59 DPD","Medium Risk"
100269,39,67400,"Employed",8.7,"Mortgage",11900,48,10.32,696,4700,0,0,0,0.17655786350148367953,"Current","Low Risk"
100270,52,62700,"Employed",8.6,"Unsecured Personal Loan",10200,12,6.97,701,21400,0,0,0,0.16267942583732057416,"Current","Low Risk"
100271,24,49200,"Employed",3.2,"Unsecured Personal Loan",8300,48,7.75,652,7600,0,0,0,0.16869918699186991870,"Current","Low Risk"
100272,50,21000,"Contract",2.2,"Unsecured Personal Loan",13300,24,7.11,620,9500,0,0,0,0.63333333333333333333,"Current","Medium Risk"
100273,38,31000,"Employed",2.3,"Mortgage",11700,48,10.88,707,13900,0,1,0,0.37741935483870967742,"Current","High Risk"
100274,28,66600,"Self-Employed",8.2,"Mortgage",10700,24,4.87,636,21100,0,0,0,0.16066066066066066066,"Current","Medium Risk"
100275,43,NULL,"Employed",2,"Unsecured Personal Loan",8600,48,5.08,825,7800,0,0,0,NULL,"Current","Low Risk"
100276,40,115800,"Employed",1.2,"Mortgage",16200,24,10.53,578,28700,0,0,0,0.13989637305699481865,"Current","Medium Risk"
100277,32,44200,"Contract",0.4,"Unsecured Personal Loan",36000,60,7.37,803,2200,0,3,0,0.81447963800904977376,"Current","High Risk"
100278,39,40000,"Unemployed",3.1,"Unsecured Personal Loan",14500,12,11.64,671,16800,20,0,0,0.36250000000000000000,"Current","Low Risk"
100279,34,31100,"Employed",3.3,"Mortgage",24300,24,5.49,704,5500,10,0,0,0.78135048231511254019,"Current","Low Risk"
100280,39,38800,"Employed",9.2,"Mortgage",5800,36,7.34,747,25900,0,0,0,0.14948453608247422680,"Current","Low Risk"
100281,45,33600,"Employed",1.3,"Auto Loan",14700,12,4.73,NULL,10900,0,1,0,0.43750000000000000000,"Current","High Risk"
100282,54,51700,"Employed",2.4,"Auto Loan",6900,24,7.52,749,6200,0,1,1,0.13346228239845261122,"Current","High Risk"
100283,26,58600,"Self-Employed",8.3,"Mortgage",5500,60,3.06,NULL,15700,0,0,0,0.09385665529010238908,"Current","Low Risk"
100284,59,24500,"Employed",8.7,"Auto Loan",8600,60,6.04,622,18500,30,0,0,0.35102040816326530612,"30-59 DPD","Medium Risk"
100285,18,18700,"Employed",2.4,"Mortgage",27300,24,3.19,606,15500,0,0,0,1.4598930481283422,"Current","Medium Risk"
100286,36,14500,"Employed",3.1,"Auto Loan",23600,60,9.58,580,4800,0,2,1,1.6275862068965517,"Current","High Risk"
100287,44,46800,"Contract",1.8,"Mortgage",15500,36,9.65,663,7100,10,0,0,0.33119658119658119658,"Current","Low Risk"
100288,41,20900,"Retired",13.5,"Mortgage",5300,24,2.31,711,9900,0,0,0,0.25358851674641148325,"Current","Low Risk"
100289,32,12400,"Employed",0.6,"Unsecured Personal Loan",11900,48,11.5,736,9600,30,2,1,0.95967741935483870968,"30-59 DPD","High Risk"
100290,36,44100,"Unemployed",NULL,"Mortgage",16000,36,14.99,699,16700,30,2,0,0.36281179138321995465,"30-59 DPD","High Risk"
100291,33,NULL,"Employed",5.8,"Unsecured Personal Loan",14800,60,7.64,627,2400,0,3,0,NULL,"Current","High Risk"
100292,32,36200,"Employed",3.8,"Unsecured Personal Loan",4400,24,5.58,710,12500,0,1,0,0.12154696132596685083,"Current","High Risk"
100293,46,55200,"Unemployed",0.2,"Auto Loan",7800,36,15.97,690,8100,0,3,0,0.14130434782608695652,"Current","High Risk"
100294,42,37800,"Contract",3.2,"Unsecured Personal Loan",12900,12,3.54,755,5500,0,0,0,0.34126984126984126984,"Current","Low Risk"
100295,31,34600,"Retired",2.6,"Auto Loan",18400,12,7.56,742,5900,0,1,0,0.53179190751445086705,"Current","High Risk"
100296,47,57500,"Self-Employed",0.9,"Mortgage",3600,12,8.04,NULL,8500,10,1,0,0.06260869565217391304,"Current","High Risk"
100297,41,NULL,"Employed",5.3,"Unsecured Personal Loan",12100,60,11.54,608,800,0,0,0,NULL,"Current","Medium Risk"
100298,46,41500,"Unemployed",17.7,"Unsecured Personal Loan",14600,48,8.58,628,6100,0,0,0,0.35180722891566265060,"Current","Medium Risk"
100299,44,42700,"Employed",4.1,"Mortgage",22200,48,6,636,5400,0,3,0,0.51990632318501170960,"Current","High Risk"
100300,30,26000,"Self-Employed",6.3,"Unsecured Personal Loan",20200,36,4.65,655,14400,20,0,0,0.77692307692307692308,"Current","Low Risk"
100301,32,59600,"Employed",0.4,"Unsecured Personal Loan",18900,24,6.47,701,5600,0,1,0,0.31711409395973154362,"Current","High Risk"
100302,45,33300,"Self-Employed",2.7,"Unsecured Personal Loan",8300,24,4.48,737,8500,30,0,0,0.24924924924924924925,"30-59 DPD","Medium Risk"
100303,44,NULL,"Employed",0.6,"Auto Loan",4300,24,7.64,676,29100,0,0,0,NULL,"Current","Low Risk"
100304,38,47500,"Employed",4.7,"Auto Loan",10600,24,5.81,681,19900,0,0,0,0.22315789473684210526,"Current","Low Risk"
100305,39,23200,"Contract",13.9,"Mortgage",24400,48,3.02,691,18600,30,0,0,1.05172413793103448276,"30-59 DPD","Medium Risk"
100306,51,36800,"Employed",5.4,"Unsecured Personal Loan",30800,36,11.27,639,7000,30,0,0,0.83695652173913043478,"30-59 DPD","Medium Risk"
100307,32,36200,"Employed",0.4,"Mortgage",20500,12,6.01,606,14500,0,0,0,0.56629834254143646409,"Current","Medium Risk"
100308,43,62500,"Employed",2.2,"Auto Loan",17300,12,3.7,540,8400,0,0,0,0.27680000000000000000,"Current","Medium Risk"
100309,36,46000,"Employed",4,"Unsecured Personal Loan",16800,12,7,624,8600,20,0,0,0.36521739130434782609,"Current","Medium Risk"
100310,36,179500,"Employed",2.6,"Auto Loan",9600,36,7.71,718,13200,0,0,0,0.05348189415041782730,"Current","Low Risk"
100311,49,54700,"Employed",9,"Auto Loan",12400,60,2.26,624,6500,0,0,0,0.22669104204753199269,"Current","Medium Risk"
100312,46,72800,"Contract",8.4,"Auto Loan",36400,36,8.49,661,28100,60,1,0,0.50000000000000000000,"60-89 DPD","High Risk"
100313,46,48000,"Employed",NULL,"Unsecured Personal Loan",7600,48,4.36,717,8800,0,0,0,0.15833333333333333333,"Current","Low Risk"
100314,51,36500,"Retired",2.3,"Unsecured Personal Loan",35200,36,12.63,722,15300,0,0,0,0.96438356164383561644,"Current","Low Risk"
100315,38,18800,"Self-Employed",1.5,"Unsecured Personal Loan",11000,24,9.07,594,27400,0,0,1,0.58510638297872340426,"Current","Medium Risk"
100316,45,21300,"Employed",0.6,"Unsecured Personal Loan",29600,12,6.3,760,20400,0,0,0,1.38967136150234741784,"Current","Low Risk"
100317,35,31200,"Self-Employed",2.2,"Auto Loan",5700,48,5.26,770,3700,10,0,0,0.18269230769230769231,"Current","Low Risk"
100318,41,26800,"Employed",2.7,"Unsecured Personal Loan",19000,48,7.19,590,13500,0,0,0,0.70895522388059701493,"Current","Medium Risk"
100319,37,33100,"Unemployed",5.6,"Auto Loan",8600,24,9.34,614,18000,0,1,0,0.25981873111782477341,"Current","High Risk"
100320,39,37400,"Employed",5.4,"Unsecured Personal Loan",5700,36,7.42,775,18500,0,2,0,0.15240641711229946524,"Current","High Risk"
100321,44,47300,"Employed",0.4,"Unsecured Personal Loan",15200,36,6.85,668,4500,10,1,1,0.32135306553911205074,"Current","High Risk"
100322,30,35100,"Contract",2.5,"Auto Loan",24500,36,7.68,502,6200,0,0,0,0.69800569800569800570,"Current","Medium Risk"
100323,59,46300,"Contract",1,"Unsecured Personal Loan",8000,60,5.69,568,19900,60,0,0,0.17278617710583153348,"60-89 DPD","Medium Risk"
100324,28,37500,"Contract",0.9,"Mortgage",5400,36,6.47,660,5800,0,0,0,0.14400000000000000000,"Current","Low Risk"
100325,26,13500,"Employed",8.8,"Unsecured Personal Loan",12600,36,1.24,587,8000,120,0,1,0.93333333333333333333,"90+ DPD","High Risk"
100326,50,22700,"Unemployed",0.2,"Unsecured Personal Loan",12700,12,10.42,647,29800,0,3,1,0.55947136563876651982,"Current","High Risk"
100327,46,33800,"Employed",2.7,"Mortgage",18600,12,8.4,683,9600,20,0,0,0.55029585798816568047,"Current","Low Risk"
100328,44,19800,"Employed",0.9,"Auto Loan",23600,24,5.18,797,6000,0,0,1,1.1919191919191919,"Current","Low Risk"
100329,44,49000,"Employed",10.6,"Unsecured Personal Loan",12900,12,13.2,657,5400,0,0,0,0.26326530612244897959,"Current","Low Risk"
100330,38,78100,"Self-Employed",4.1,"Unsecured Personal Loan",40700,48,7.76,766,12500,30,1,1,0.52112676056338028169,"30-59 DPD","High Risk"
100331,29,66800,"Employed",1.3,"Auto Loan",15300,48,4.39,794,3900,30,1,0,0.22904191616766467066,"30-59 DPD","High Risk"
100332,39,32600,"Employed",3.5,"Mortgage",10900,12,10.07,795,8300,0,0,0,0.33435582822085889571,"Current","Low Risk"
100333,31,76500,"Contract",6.6,"Mortgage",5100,48,8.69,703,12500,10,2,0,0.06666666666666666667,"Current","High Risk"
100334,48,39100,"Employed",15.9,"Unsecured Personal Loan",11400,24,8.68,523,24600,0,0,0,0.29156010230179028133,"Current","Medium Risk"
100335,37,30700,"Employed",1.2,"Mortgage",10900,24,6.22,717,15800,30,2,0,0.35504885993485342020,"30-59 DPD","High Risk"
100336,30,26700,"Employed",10.9,"Unsecured Personal Loan",23800,24,8.85,764,6000,0,2,0,0.89138576779026217228,"Current","High Risk"
100337,35,NULL,"Contract",13.6,"Unsecured Personal Loan",17600,24,6.71,674,22600,0,1,0,NULL,"Current","High Risk"
100338,42,29900,"Employed",12.4,"Mortgage",6600,24,9.17,820,8000,0,0,0,0.22073578595317725753,"Current","Low Risk"
100339,32,39500,"Employed",5,"Unsecured Personal Loan",14800,36,1.79,749,4200,0,0,0,0.37468354430379746835,"Current","Low Risk"
100340,30,NULL,"Contract",5,"Unsecured Personal Loan",20000,36,6.2,725,8800,30,0,0,NULL,"30-59 DPD","Medium Risk"
100341,40,NULL,"Contract",2.6,"Unsecured Personal Loan",33400,60,12.67,767,27100,0,0,0,NULL,"Current","Low Risk"
100342,40,NULL,"Employed",7,"Unsecured Personal Loan",22800,12,5.2,707,11100,0,1,1,NULL,"Current","High Risk"
100343,33,65900,"Self-Employed",3.8,"Auto Loan",21100,12,5.69,NULL,10000,0,0,1,0.32018209408194233687,"Current","Low Risk"
100344,33,58400,"Unemployed",5.7,"Auto Loan",13900,12,6.16,640,31100,10,0,0,0.23801369863013698630,"Current","Medium Risk"
100345,40,17300,"Self-Employed",2.8,"Unsecured Personal Loan",16900,36,3.86,776,3600,0,1,0,0.97687861271676300578,"Current","High Risk"
100346,24,10100,"Employed",6.6,"Auto Loan",28300,12,0.88,615,4000,0,0,0,2.8019801980198020,"Current","Medium Risk"
100347,24,57900,"Contract",8.7,"Mortgage",6000,48,6.81,662,3200,60,0,0,0.10362694300518134715,"60-89 DPD","Medium Risk"
100348,31,18300,"Employed",0.8,"Mortgage",10800,36,7.91,596,12800,0,0,0,0.59016393442622950820,"Current","Medium Risk"
100349,36,32500,"Employed",8.9,"Unsecured Personal Loan",8400,36,7.34,823,11100,10,0,0,0.25846153846153846154,"Current","Low Risk"
100350,41,20200,"Employed",3.9,"Mortgage",16800,36,7.07,815,29100,10,0,0,0.83168316831683168317,"Current","Low Risk"
100351,53,14800,"Employed",9.3,"Auto Loan",27900,24,7.63,609,11700,0,1,0,1.8851351351351351,"Current","High Risk"
100352,47,47600,"Employed",2.8,"Unsecured Personal Loan",9300,24,10.57,692,7500,60,0,0,0.19537815126050420168,"60-89 DPD","Medium Risk"
100353,36,53100,"Unemployed",2.4,"Unsecured Personal Loan",3200,24,6.93,626,9900,10,2,0,0.06026365348399246704,"Current","High Risk"
100354,38,27200,"Employed",12.3,"Unsecured Personal Loan",10400,36,5.78,729,10700,0,0,0,0.38235294117647058824,"Current","Low Risk"
100355,28,9900,"Employed",1.4,"Auto Loan",23100,24,6.66,721,3100,0,0,0,2.3333333333333333,"Current","Low Risk"
100356,38,27600,"Employed",9.3,"Unsecured Personal Loan",18400,12,9.24,745,66000,10,0,0,0.66666666666666666667,"Current","Low Risk"
100357,35,44200,"Employed",3.3,"Auto Loan",17300,60,11.74,707,14200,0,0,0,0.39140271493212669683,"Current","Low Risk"
100358,41,17300,"Retired",3.6,"Unsecured Personal Loan",11300,12,5.62,915,11500,30,0,0,0.65317919075144508671,"30-59 DPD","Medium Risk"
100359,30,39800,"Employed",1.8,"Mortgage",6200,48,7.8,598,15200,0,0,0,0.15577889447236180905,"Current","Medium Risk"
100360,43,36000,"Employed",NULL,"Unsecured Personal Loan",18200,48,8.52,543,16300,0,0,1,0.50555555555555555556,"Current","Medium Risk"
100361,53,48500,"Employed",2,"Mortgage",8100,24,4.52,649,9000,0,0,0,0.16701030927835051546,"Current","Medium Risk"
100362,37,38600,"Employed",0.2,"Mortgage",49500,12,7.56,555,6400,0,0,0,1.2823834196891192,"Current","Medium Risk"
100363,42,22300,"Employed",1.6,"Unsecured Personal Loan",18800,12,3.1,561,15100,0,0,0,0.84304932735426008969,"Current","Medium Risk"
100364,45,66100,"Unemployed",0,"Unsecured Personal Loan",9400,36,2.19,600,13000,30,1,0,0.14220877458396369138,"30-59 DPD","High Risk"
100365,34,33500,"Retired",19.2,"Unsecured Personal Loan",9300,36,8.6,606,5600,10,2,0,0.27761194029850746269,"Current","High Risk"
100366,40,35800,"Employed",16.9,"Mortgage",12600,48,6.35,604,26700,10,0,0,0.35195530726256983240,"Current","Medium Risk"
100367,38,22800,"Self-Employed",2.5,"Auto Loan",11600,60,8.11,721,12200,0,0,0,0.50877192982456140351,"Current","Low Risk"
100368,39,29100,"Unemployed",6.5,"Unsecured Personal Loan",26100,36,7.45,640,16500,30,2,0,0.89690721649484536082,"30-59 DPD","High Risk"
100369,30,23300,"Contract",2.1,"Unsecured Personal Loan",14900,24,4.57,666,26200,0,0,0,0.63948497854077253219,"Current","Low Risk"
100370,38,33300,"Employed",5.6,"Unsecured Personal Loan",8600,24,7.36,752,10000,30,3,0,0.25825825825825825826,"30-59 DPD","High Risk"
100371,43,85500,"Employed",8.2,"Mortgage",41500,48,3.8,619,12400,0,0,0,0.48538011695906432749,"Current","Medium Risk"
100372,53,18300,"Employed",14.7,"Auto Loan",13800,24,11.67,659,17400,60,1,1,0.75409836065573770492,"60-89 DPD","High Risk"
100373,48,16200,"Unemployed",2.6,"Mortgage",21200,12,3.43,709,6000,10,0,0,1.3086419753086420,"Current","Low Risk"
100374,60,NULL,"Contract",7.6,"Unsecured Personal Loan",9300,48,6.91,525,10300,0,2,0,NULL,"Current","High Risk"
100375,30,32700,"Employed",1.5,"Unsecured Personal Loan",16600,36,4.37,489,10800,0,0,0,0.50764525993883792049,"Current","Medium Risk"
100376,47,26000,"Employed",23.2,"Mortgage",16100,60,9.21,708,5100,0,0,0,0.61923076923076923077,"Current","Low Risk"
100377,40,61100,"Contract",0.1,"Unsecured Personal Loan",4300,36,6.51,719,50100,0,0,0,0.07037643207855973813,"Current","Low Risk"
100378,60,26800,"Contract",4.6,"Mortgage",44800,12,5.94,845,3700,0,0,0,1.6716417910447761,"Current","Low Risk"
100379,30,90500,"Retired",5.4,"Unsecured Personal Loan",29000,60,10.06,693,4000,0,1,0,0.32044198895027624309,"Current","High Risk"
100380,30,51000,"Unemployed",5.8,"Unsecured Personal Loan",10500,24,7.59,746,24800,0,0,0,0.20588235294117647059,"Current","Low Risk"
100381,32,28500,"Employed",0.6,"Auto Loan",6900,24,9.05,NULL,16300,60,2,1,0.24210526315789473684,"60-89 DPD","High Risk"
100382,18,106800,"Self-Employed",13.9,"Mortgage",16500,36,4.56,704,4800,0,0,0,0.15449438202247191011,"Current","Low Risk"
100383,33,26800,"Self-Employed",1,"Mortgage",14100,12,3.29,813,15100,30,1,0,0.52611940298507462687,"30-59 DPD","High Risk"
100384,30,52600,"Employed",4.9,"Unsecured Personal Loan",16500,36,7.82,510,27700,10,0,0,0.31368821292775665399,"Current","Medium Risk"
100385,40,NULL,"Employed",1.3,"Unsecured Personal Loan",15000,12,6.54,713,9700,0,3,1,NULL,"Current","High Risk"
100386,41,69600,"Unemployed",1.8,"Auto Loan",18100,36,9.38,851,61000,0,2,0,0.26005747126436781609,"Current","High Risk"
100387,57,79300,"Employed",NULL,"Auto Loan",31800,24,7.26,703,3000,10,0,0,0.40100882723833543506,"Current","Low Risk"
100388,48,36900,"Unemployed",2.7,"Auto Loan",18800,48,8.12,812,16100,90,1,0,0.50948509485094850949,"90+ DPD","High Risk"
100389,32,24900,"Self-Employed",0.9,"Unsecured Personal Loan",7100,48,2.63,630,22400,0,1,0,0.28514056224899598394,"Current","High Risk"
100390,29,45700,"Retired",0.9,"Mortgage",30300,24,13.17,677,18500,30,0,0,0.66301969365426695842,"30-59 DPD","Medium Risk"
100391,43,25900,"Employed",2.7,"Auto Loan",35800,24,7.01,683,8600,60,0,0,1.3822393822393822,"60-89 DPD","Medium Risk"
100392,25,99400,"Employed",7.1,"Mortgage",88500,24,9.59,503,8100,10,0,1,0.89034205231388329980,"Current","Medium Risk"
100393,56,NULL,"Self-Employed",11.4,"Auto Loan",6800,24,4.99,587,13500,60,1,0,NULL,"60-89 DPD","High Risk"
100394,50,30300,"Employed",0.4,"Unsecured Personal Loan",15500,48,8.42,592,17500,0,0,1,0.51155115511551155116,"Current","Medium Risk"
100395,33,39800,"Unemployed",2.5,"Mortgage",3800,48,3.59,746,15100,90,0,0,0.09547738693467336683,"90+ DPD","High Risk"
100396,21,18500,"Unemployed",0.5,"Auto Loan",18600,24,8.86,750,20500,10,0,0,1.00540540540540540541,"Current","Low Risk"
100397,52,22300,"Employed",0.1,"Mortgage",9600,24,6.43,706,4900,0,0,0,0.43049327354260089686,"Current","Low Risk"
